,lok_sabha,session,api_data,url,dateOfAttendance
37,15,3,"{'dateOfAttendance': '2009-12-01 00:00:00.0', 'presentCount': 336, 'absentCount': 208}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=3&locale=en,2009/12/01
38,15,3,"{'dateOfAttendance': '2009-11-23 00:00:00.0', 'presentCount': 310, 'absentCount': 234}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=3&locale=en,2009/11/23
39,15,3,"{'dateOfAttendance': '2009-12-02 00:00:00.0', 'presentCount': 329, 'absentCount': 215}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=3&locale=en,2009/12/02
40,15,3,"{'dateOfAttendance': '2009-12-08 00:00:00.0', 'presentCount': 340, 'absentCount': 204}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=3&locale=en,2009/12/08
41,15,3,"{'dateOfAttendance': '2009-11-26 00:00:00.0', 'presentCount': 366, 'absentCount': 178}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=3&locale=en,2009/11/26
42,15,3,"{'dateOfAttendance': '2009-12-16 00:00:00.0', 'presentCount': 331, 'absentCount': 213}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=3&locale=en,2009/12/16
43,15,3,"{'dateOfAttendance': '2009-11-30 00:00:00.0', 'presentCount': 283, 'absentCount': 261}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=3&locale=en,2009/11/30
44,15,3,"{'dateOfAttendance': '2009-12-14 00:00:00.0', 'presentCount': 299, 'absentCount': 245}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=3&locale=en,2009/12/14
45,15,3,"{'dateOfAttendance': '2009-12-17 00:00:00.0', 'presentCount': 344, 'absentCount': 200}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=3&locale=en,2009/12/17
46,15,3,"{'dateOfAttendance': '2009-11-24 00:00:00.0', 'presentCount': 360, 'absentCount': 184}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=3&locale=en,2009/11/24
47,15,3,"{'dateOfAttendance': '2009-12-03 00:00:00.0', 'presentCount': 335, 'absentCount': 209}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=3&locale=en,2009/12/03
48,15,3,"{'dateOfAttendance': '2009-12-11 00:00:00.0', 'presentCount': 300, 'absentCount': 244}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=3&locale=en,2009/12/11
49,15,3,"{'dateOfAttendance': '2009-12-09 00:00:00.0', 'presentCount': 328, 'absentCount': 216}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=3&locale=en,2009/12/09
50,15,3,"{'dateOfAttendance': '2009-12-15 00:00:00.0', 'presentCount': 346, 'absentCount': 198}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=3&locale=en,2009/12/15
51,15,3,"{'dateOfAttendance': '2009-11-25 00:00:00.0', 'presentCount': 377, 'absentCount': 167}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=3&locale=en,2009/11/25
52,15,3,"{'dateOfAttendance': '2009-12-18 00:00:00.0', 'presentCount': 330, 'absentCount': 214}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=3&locale=en,2009/12/18
53,15,3,"{'dateOfAttendance': '2009-11-19 00:00:00.0', 'presentCount': 323, 'absentCount': 221}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=3&locale=en,2009/11/19
54,15,4,"{'dateOfAttendance': '2010-02-22 00:00:00.0', 'presentCount': 382, 'absentCount': 162}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/02/22
55,15,4,"{'dateOfAttendance': '2010-02-23 00:00:00.0', 'presentCount': 417, 'absentCount': 127}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/02/23
56,15,4,"{'dateOfAttendance': '2010-02-24 00:00:00.0', 'presentCount': 435, 'absentCount': 109}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/02/24
57,15,4,"{'dateOfAttendance': '2010-02-25 00:00:00.0', 'presentCount': 417, 'absentCount': 127}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/02/25
58,15,4,"{'dateOfAttendance': '2010-02-26 00:00:00.0', 'presentCount': 410, 'absentCount': 134}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/02/26
59,15,4,"{'dateOfAttendance': '2010-03-03 00:00:00.0', 'presentCount': 381, 'absentCount': 163}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/03/03
60,15,4,"{'dateOfAttendance': '2010-03-04 00:00:00.0', 'presentCount': 391, 'absentCount': 153}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/03/04
61,15,4,"{'dateOfAttendance': '2010-03-05 00:00:00.0', 'presentCount': 361, 'absentCount': 183}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/03/05
62,15,4,"{'dateOfAttendance': '2010-03-08 00:00:00.0', 'presentCount': 393, 'absentCount': 151}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/03/08
63,15,4,"{'dateOfAttendance': '2010-03-09 00:00:00.0', 'presentCount': 432, 'absentCount': 112}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/03/09
64,15,4,"{'dateOfAttendance': '2010-03-10 00:00:00.0', 'presentCount': 412, 'absentCount': 132}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/03/10
65,15,4,"{'dateOfAttendance': '2010-03-11 00:00:00.0', 'presentCount': 420, 'absentCount': 124}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/03/11
66,15,4,"{'dateOfAttendance': '2010-03-12 00:00:00.0', 'presentCount': 389, 'absentCount': 155}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/03/12
67,15,4,"{'dateOfAttendance': '2010-03-15 00:00:00.0', 'presentCount': 342, 'absentCount': 202}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/03/15
68,15,4,"{'dateOfAttendance': '2010-03-16 00:00:00.0', 'presentCount': 347, 'absentCount': 197}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/03/16
69,15,4,"{'dateOfAttendance': '2010-04-15 00:00:00.0', 'presentCount': 337, 'absentCount': 207}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/04/15
70,15,4,"{'dateOfAttendance': '2010-04-16 00:00:00.0', 'presentCount': 331, 'absentCount': 213}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/04/16
71,15,4,"{'dateOfAttendance': '2010-04-19 00:00:00.0', 'presentCount': 382, 'absentCount': 162}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/04/19
72,15,4,"{'dateOfAttendance': '2010-04-20 00:00:00.0', 'presentCount': 421, 'absentCount': 123}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/04/20
73,15,4,"{'dateOfAttendance': '2010-04-21 00:00:00.0', 'presentCount': 410, 'absentCount': 134}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/04/21
74,15,4,"{'dateOfAttendance': '2010-04-22 00:00:00.0', 'presentCount': 421, 'absentCount': 123}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/04/22
75,15,4,"{'dateOfAttendance': '2010-04-23 00:00:00.0', 'presentCount': 385, 'absentCount': 159}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/04/23
76,15,4,"{'dateOfAttendance': '2010-04-26 00:00:00.0', 'presentCount': 375, 'absentCount': 169}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/04/26
77,15,4,"{'dateOfAttendance': '2010-04-27 00:00:00.0', 'presentCount': 456, 'absentCount': 88}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/04/27
78,15,4,"{'dateOfAttendance': '2010-04-28 00:00:00.0', 'presentCount': 441, 'absentCount': 103}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/04/28
79,15,4,"{'dateOfAttendance': '2010-04-29 00:00:00.0', 'presentCount': 442, 'absentCount': 102}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/04/29
80,15,4,"{'dateOfAttendance': '2010-04-30 00:00:00.0', 'presentCount': 374, 'absentCount': 170}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/04/30
81,15,4,"{'dateOfAttendance': '2010-05-03 00:00:00.0', 'presentCount': 358, 'absentCount': 186}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/05/03
82,15,4,"{'dateOfAttendance': '2010-05-04 00:00:00.0', 'presentCount': 398, 'absentCount': 146}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/05/04
83,15,4,"{'dateOfAttendance': '2010-05-05 00:00:00.0', 'presentCount': 403, 'absentCount': 141}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/05/05
84,15,4,"{'dateOfAttendance': '2010-05-06 00:00:00.0', 'presentCount': 409, 'absentCount': 135}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/05/06
85,15,4,"{'dateOfAttendance': '2010-05-07 00:00:00.0', 'presentCount': 383, 'absentCount': 161}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=4&locale=en,2010/05/07
86,15,5,"{'dateOfAttendance': '2010-07-26 00:00:00.0', 'presentCount': 363, 'absentCount': 180}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/07/26
87,15,5,"{'dateOfAttendance': '2010-07-27 00:00:00.0', 'presentCount': 395, 'absentCount': 148}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/07/27
88,15,5,"{'dateOfAttendance': '2010-07-28 00:00:00.0', 'presentCount': 406, 'absentCount': 137}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/07/28
89,15,5,"{'dateOfAttendance': '2010-07-29 00:00:00.0', 'presentCount': 403, 'absentCount': 140}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/07/29
90,15,5,"{'dateOfAttendance': '2010-07-30 00:00:00.0', 'presentCount': 363, 'absentCount': 180}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/07/30
91,15,5,"{'dateOfAttendance': '2010-08-02 00:00:00.0', 'presentCount': 376, 'absentCount': 167}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/02
92,15,5,"{'dateOfAttendance': '2010-08-03 00:00:00.0', 'presentCount': 409, 'absentCount': 134}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/03
93,15,5,"{'dateOfAttendance': '2010-08-04 00:00:00.0', 'presentCount': 409, 'absentCount': 134}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/04
94,15,5,"{'dateOfAttendance': '2010-08-05 00:00:00.0', 'presentCount': 399, 'absentCount': 144}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/05
95,15,5,"{'dateOfAttendance': '2010-08-06 00:00:00.0', 'presentCount': 354, 'absentCount': 189}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/06
96,15,5,"{'dateOfAttendance': '2010-08-09 00:00:00.0', 'presentCount': 365, 'absentCount': 178}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/09
97,15,5,"{'dateOfAttendance': '2010-08-10 00:00:00.0', 'presentCount': 393, 'absentCount': 150}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/10
98,15,5,"{'dateOfAttendance': '2010-08-11 00:00:00.0', 'presentCount': 408, 'absentCount': 135}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/11
99,15,5,"{'dateOfAttendance': '2010-08-12 00:00:00.0', 'presentCount': 397, 'absentCount': 146}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/12
100,15,5,"{'dateOfAttendance': '2010-08-13 00:00:00.0', 'presentCount': 349, 'absentCount': 194}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/13
101,15,5,"{'dateOfAttendance': '2010-08-16 00:00:00.0', 'presentCount': 340, 'absentCount': 203}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/16
102,15,5,"{'dateOfAttendance': '2010-08-17 00:00:00.0', 'presentCount': 412, 'absentCount': 131}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/17
103,15,5,"{'dateOfAttendance': '2010-08-18 00:00:00.0', 'presentCount': 411, 'absentCount': 132}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/18
104,15,5,"{'dateOfAttendance': '2010-08-19 00:00:00.0', 'presentCount': 408, 'absentCount': 135}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/19
105,15,5,"{'dateOfAttendance': '2010-08-20 00:00:00.0', 'presentCount': 362, 'absentCount': 181}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/20
106,15,5,"{'dateOfAttendance': '2010-08-21 00:00:00.0', 'presentCount': 267, 'absentCount': 276}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/21
107,15,5,"{'dateOfAttendance': '2010-08-25 00:00:00.0', 'presentCount': 398, 'absentCount': 145}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/25
108,15,5,"{'dateOfAttendance': '2010-08-26 00:00:00.0', 'presentCount': 404, 'absentCount': 139}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/26
109,15,5,"{'dateOfAttendance': '2010-08-27 00:00:00.0', 'presentCount': 379, 'absentCount': 164}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/27
110,15,5,"{'dateOfAttendance': '2010-08-30 00:00:00.0', 'presentCount': 378, 'absentCount': 165}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/30
111,15,5,"{'dateOfAttendance': '2010-08-31 00:00:00.0', 'presentCount': 374, 'absentCount': 169}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=5&locale=en,2010/08/31
112,15,6,"{'dateOfAttendance': '2010-11-09 00:00:00.0', 'presentCount': 408, 'absentCount': 135}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=6&locale=en,2010/11/09
113,15,6,"{'dateOfAttendance': '2010-11-10 00:00:00.0', 'presentCount': 376, 'absentCount': 167}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=6&locale=en,2010/11/10
114,15,6,"{'dateOfAttendance': '2010-11-11 00:00:00.0', 'presentCount': 348, 'absentCount': 195}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=6&locale=en,2010/11/11
115,15,6,"{'dateOfAttendance': '2010-11-15 00:00:00.0', 'presentCount': 325, 'absentCount': 218}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=6&locale=en,2010/11/15
116,15,6,"{'dateOfAttendance': '2010-11-16 00:00:00.0', 'presentCount': 332, 'absentCount': 211}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=6&locale=en,2010/11/16
117,15,6,"{'dateOfAttendance': '2010-11-18 00:00:00.0', 'presentCount': 288, 'absentCount': 255}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=6&locale=en,2010/11/18
118,15,6,"{'dateOfAttendance': '2010-11-19 00:00:00.0', 'presentCount': 269, 'absentCount': 274}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=6&locale=en,2010/11/19
119,15,6,"{'dateOfAttendance': '2010-11-22 00:00:00.0', 'presentCount': 330, 'absentCount': 213}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=6&locale=en,2010/11/22
120,15,6,"{'dateOfAttendance': '2010-11-23 00:00:00.0', 'presentCount': 358, 'absentCount': 185}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=6&locale=en,2010/11/23
121,15,6,"{'dateOfAttendance': '2010-11-24 00:00:00.0', 'presentCount': 362, 'absentCount': 181}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=6&locale=en,2010/11/24
122,15,6,"{'dateOfAttendance': '2010-11-25 00:00:00.0', 'presentCount': 350, 'absentCount': 193}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=6&locale=en,2010/11/25
123,15,6,"{'dateOfAttendance': '2010-11-26 00:00:00.0', 'presentCount': 296, 'absentCount': 248}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=6&locale=en,2010/11/26
124,15,6,"{'dateOfAttendance': '2010-11-29 00:00:00.0', 'presentCount': 285, 'absentCount': 258}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=6&locale=en,2010/11/29
125,15,6,"{'dateOfAttendance': '2010-11-30 00:00:00.0', 'presentCount': 344, 'absentCount': 199}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=6&locale=en,2010/11/30
126,15,6,"{'dateOfAttendance': '2010-12-01 00:00:00.0', 'presentCount': 380, 'absentCount': 163}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=6&locale=en,2010/12/01
127,15,6,"{'dateOfAttendance': '2010-12-02 00:00:00.0', 'presentCount': 428, 'absentCount': 115}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=6&locale=en,2010/12/02
128,15,6,"{'dateOfAttendance': '2010-12-03 00:00:00.0', 'presentCount': 329, 'absentCount': 214}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=6&locale=en,2010/12/03
