Restaurant ID,Cuisines
18419892,Italian
306026,Finger Food
6174,North Indian
6174,Chinese
18357911,North Indian
18357911,American
18357911,Chinese
3541,North Indian
3541,Mughlai
4741,American
4741,Italian
4741,North Indian
4741,Chinese
4741,Lebanese
3425,American
3425,Continental
3425,Italian
305686,Burmese
305686,Chinese
305686,Japanese
305686,Malaysian
305686,Thai
307799,Chinese
307799,Thai
307799,Continental
307799,North Indian
18221038,Continental
18221038,American
313299,Cafe
313299,European
3943,Finger Food
4380,Cafe
303753,American
303753,Continental
303753,Italian
303753,Bakery
311470,Asian
311470,Chinese
3286,Finger Food
9736,Asian
9736,Thai
9736,Chinese
9736,North Indian
3207,North Indian
3207,Chinese
3207,Italian
3207,Finger Food
18317481,Finger Food
18317479,Finger Food
18317476,Finger Food
4568,Italian
307501,North Indian
307501,Kashmiri
307501,Mughlai
5446,North Indian
5446,Chinese
4490,Desserts
4490,Bakery
304746,American
304746,Asian
304746,European
304746,Seafood
18472653,North Indian
18472653,Chinese
18472653,Continental
310167,North Indian
310167,Mughlai
310167,Lebanese
18237319,European
18237319,Asian
18124378,European
18124378,Italian
18126111,Continental
18126111,American
18126111,Italian
18126111,Seafood
18126111,North Indian
18126111,Cafe
18429148,Asian
18429148,Chinese
18429148,Thai
18429148,Japanese
18424903,Italian
18424903,Mexican
18424903,Spanish
18424903,Thai
18424903,Vietnamese
18424903,Indonesian
18424903,American
18219539,Tea
18219539,Cafe
18427201,North Indian
18427201,Chinese
18427201,Continental
18312443,Cafe
18312443,American
18312443,Tea
2726,Finger Food
2726,European
4915,Cafe
4915,Continental
18400770,North Indian
18400770,European
18400770,Asian
18289247,Cafe
18289247,European
718,American
718,Tex-Mex
718,Italian
718,Mexican
718,North Indian
2655,Chinese
18279442,North Indian
18279442,Italian
18279442,Chinese
301461,North Indian
301461,Chinese
301461,Continental
301461,Mughlai
8344,Finger Food
18430587,North Indian
18430587,Continental
18430587,Chinese
6036,Continental
166,North Indian
166,Mughlai
4717,Chinese
4717,North Indian
1733,North Indian
1733,Chinese
120519,North Indian
120519,Middle Eastern
120519,Pizza
18378852,Continental
18378852,North Indian
18378852,Mughlai
18378852,Burmese
2700032,North Indian
2700032,Continental
5800557,Chinese
5800891,Cafe
5800891,Italian
5800156,American
5800156,Chinese
5800156,North Indian
5801321,Continental
5801321,American
1402314,Italian
1402314,Continental
2786,North Indian
2786,Mughlai
8417,North Indian
8417,Continental
8417,Chinese
307533,Finger Food
96626,North Indian
96626,Japanese
96626,Italian
24286,European
24286,American
18279449,North Indian
18279449,Mediterranean
18279449,Asian
18279449,Fast Food
8881,North Indian
8881,Chinese
307065,Cafe
307065,Italian
307065,Continental
307065,Fast Food
306264,North Indian
306264,Chinese
306264,Continental
18462572,Continental
18462572,North Indian
18462572,Asian
8369,Continental
8369,American
8369,Italian
5732,Continental
5732,American
5732,Italian
5732,Bakery
3782,Italian
3782,Mediterranean
307415,Chinese
307415,North Indian
307415,Italian
307415,Fast Food
1185,American
1185,Tex-Mex
1185,Italian
1185,Mexican
1185,North Indian
18198459,North Indian
18198459,Finger Food
18198459,Italian
18198459,Chinese
18279455,Continental
18279455,American
18279455,Italian
18279455,Mediterranean
5032,North Indian
5032,American
5032,Italian
18025114,North Indian
18025114,Asian
18025114,Italian
307490,Italian
307490,Continental
6310406,American
6310406,Asian
6310406,Italian
6310406,Seafood
110502,Continental
110502,Chinese
110502,North Indian
2500024,North Indian
2500024,Chinese
2500024,Continental
2500024,Italian
2500024,Mexican
58882,Finger Food
58882,North Indian
58882,Italian
58882,Continental
58882,Thai
58882,South Indian
2600303,North Indian
123125,American
123125,Tex-Mex
300488,Continental
300488,North Indian
300488,Chinese
18277179,Chinese
18277179,Japanese
18277179,Sushi
308357,Steak
308357,American
18337929,European
18337929,Continental
302455,American
302455,European
302455,North Indian
5230,Continental
5230,North Indian
5230,Mughlai
5230,Chinese
3585,Continental
3585,European
3585,North Indian
18391155,Korean
3953,Finger Food
300772,Chinese
310203,Asian
310203,European
4959,North Indian
4959,Chinese
4959,Italian
4959,Continental
7528,North Indian
7528,Mughlai
97824,Mexican
97824,American
97824,Tex-Mex
97824,Burger
90847,Mexican
90847,American
90847,Tex-Mex
90847,Burger
92577,Cafe
92577,Continental
92577,North Indian
92577,Chinese
100305,Continental
100305,Mexican
100305,Beverages
100305,Desserts
100305,North Indian
100305,Chinese
100305,Rajasthani
25587,Tex-Mex
25587,American
18441775,Malaysian
18441775,Indonesian
18232098,North Indian
18232098,Mughlai
18232098,Chinese
18232098,Continental
3269,Finger Food
53,North Indian
53,Chinese
53,Mughlai
18357940,North Indian
308804,Chinese
3394,North Indian
3394,Mughlai
309478,North Indian
309478,Chinese
309478,Italian
309478,Continental
307036,Continental
307036,North Indian
307036,Chinese
307036,Mediterranean
309859,Italian
309859,Mexican
309859,Continental
309859,North Indian
309859,Finger Food
570,Seafood
570,Continental
570,European
18254518,North Indian
18254518,Chinese
18254518,Continental
307321,Middle Eastern
307321,Mediterranean
307321,North Indian
305240,Finger Food
305240,Italian
305240,North Indian
305547,Cafe
18128883,Mediterranean
18128883,Continental
18128883,Italian
18371438,Thai
18363391,American
18363391,Mexican
18363391,Finger Food
310321,North Indian
310321,Chinese
310321,Continental
310321,Italian
305125,Italian
1218,Chinese
1018,Chinese
65,Chinese
65,Seafood
65,Thai
301442,Mediterranean
301442,Italian
301442,Continental
301442,Spanish
301442,North Indian
308463,Continental
308463,Tex-Mex
5030,American
5030,North Indian
5030,European
5030,Asian
312801,Japanese
312801,Chinese
312801,Asian
312801,Thai
18273615,Finger Food
18273615,Italian
18273615,North Indian
308195,Mughlai
308195,North Indian
311623,Finger Food
112,Chinese
112,Seafood
112,Asian
18057816,Asian
18057816,North Indian
18057816,Japanese
18082238,Chinese
18082238,North Indian
18082238,Continental
18082238,Italian
18291260,Continental
18291260,Italian
18291260,North Indian
18138443,Mexican
18138443,American
18034053,Asian
18034053,Sushi
3921,Chinese
18157416,North Indian
18272355,North Indian
18272355,Continental
18272355,Mughlai
18272355,Asian
18421057,Mediterranean
18421057,Italian
18421057,Continental
18421057,Spanish
18421057,North Indian
7784,Chinese
6504409,Continental
6504409,North Indian
6504409,Mughlai
6504409,Burmese
11371,Mexican
11371,American
11371,Tex-Mex
5800634,North Indian
5800634,Chinese
5800634,Sri Lankan
18208920,American
18208920,Italian
18208920,Chinese
305269,Italian
305269,French
306505,Bakery
306505,Desserts
73088,Mexican
73088,American
73088,Tex-Mex
73088,Burger
304832,Cafe
304832,Belgian
303858,Finger Food
303858,Continental
303858,Italian
306132,Bengali
306132,Seafood
18336176,Continental
18336176,Italian
5960,Finger Food
18430557,North Indian
18430557,Continental
18430557,Italian
18285745,North Indian
18285745,Continental
18285745,Asian
3600192,Continental
3600192,North Indian
3600192,South Indian
303472,Japanese
303472,Chinese
303472,Malaysian
303472,Thai
303472,Vietnamese
305453,Asian
305453,Japanese
305453,Chinese
305453,Thai
312601,North Indian
312601,Chinese
312601,Mughlai
312601,Italian
308244,Finger Food
308244,European
308244,North Indian
18161723,Modern Indian
18241531,British
18241531,Chinese
18241531,Italian
18222566,Italian
18222566,North Indian
18222563,European
18222563,Continental
307360,American
307360,British
307360,Continental
307284,Mediterranean
307284,American
307284,Asian
308337,Mexican
9618,Italian
9618,French
9618,European
9618,Cafe
18419910,European
18419910,Continental
18419910,Pizza
803,North Indian
803,Mughlai
803,Chinese
18222577,Continental
18222577,North Indian
309845,Italian
309845,North Indian
309845,Continental
18053052,North Indian
18053052,Continental
18053052,Asian
131,Chinese
131,Thai
308007,Finger Food
308007,Continental
308007,Italian
4627,North Indian
4627,Chinese
11807,North Indian
11807,Mughlai
2800052,Continental
2800052,North Indian
2100861,North Indian
2100861,Continental
101834,North Indian
101834,European
101834,Continental
101834,Finger Food
3238,North Indian
3238,Mughlai
312567,North Indian
312567,Hyderabadi
312567,Kashmiri
312567,Chinese
18413250,Continental
18413250,Italian
300656,Italian
300656,European
300656,Cafe
307620,North Indian
307620,Chinese
307620,Italian
307620,Mexican
307620,Lebanese
312482,Continental
312482,North Indian
312482,Chinese
121552,American
121552,Cafe
121553,Japanese
121553,Chinese
121553,Thai
121553,Malaysian
121553,Burmese
121553,Asian
18384227,North Indian
18384227,European
18384227,Mediterranean
3500505,North Indian
3500505,Mediterranean
3500505,Asian
3500505,Chinese
18133510,North Indian
16519168,Goan
16519168,Seafood
16519168,Chinese
16519168,North Indian
303749,Chinese
303749,Thai
303749,North Indian
303749,Japanese
18254537,Continental
18254537,European
18254537,Asian
18254537,North Indian
18254537,Chinese
18254537,Italian
311486,Continental
311486,American
311486,Italian
9742,North Indian
9742,Mughlai
18463965,Continental
18463965,Finger Food
18463965,Chinese
18463965,North Indian
8019,Finger Food
2144,Mughlai
2144,Pakistani
2144,North Indian
18128900,Mexican
18128900,Italian
18128900,North Indian
18128900,Chinese
18241517,North Indian
18241517,Italian
18241517,Chinese
18241517,American
8430,Asian
8430,Thai
8430,Chinese
18241896,Lebanese
18241896,Mediterranean
18241896,Middle Eastern
18241896,Arabian
18383504,North Indian
18383504,Continental
304279,Japanese
100080,Rajasthani
25570,North Indian
25570,Chinese
20842,North Indian
20842,Chinese
24452,North Indian
800089,North Indian
15777,European
15777,Chinese
3100441,North Indian
3100441,Chinese
3600352,North Indian
3600352,European
3600352,Mediterranean
3300958,North Indian
3300958,European
3300958,Mediterranean
18433900,Mediterranean
18433900,Italian
18421042,Continental
18421042,Asian
18421042,North Indian
815,North Indian
815,Mughlai
908,North Indian
908,Mughlai
908,Chinese
2913,Chinese
2913,North Indian
2913,Mughlai
2913,Continental
309586,North Indian
309586,Italian
309586,Mexican
309586,Chettinad
309586,Chinese
309586,Lebanese
18238278,Finger Food
18238278,North Indian
18238278,Continental
18238278,Italian
309790,North Indian
309790,Mediterranean
309790,Asian
309790,Continental
1800,North Indian
1800,Mughlai
309073,Lebanese
309073,Mediterranean
309073,Middle Eastern
309073,Arabian
18241537,North Indian
18241537,Italian
18241537,Asian
18241537,American
301489,North Indian
301489,Chinese
18246991,Continental
18246991,American
18246991,Asian
18246991,North Indian
18216901,North Indian
18216901,Continental
678,Continental
678,Chinese
678,North Indian
3568,Continental
311211,Continental
311211,American
311211,Asian
311211,North Indian
18400744,Continental
18400744,Asian
18400744,Sushi
4919,Cafe
4919,Continental
304299,Italian
304299,Mediterranean
304299,Continental
304299,North Indian
9909,North Indian
9909,Chinese
9840,North Indian
9840,Continental
301001,Italian
301001,North Indian
301001,Continental
301131,Continental
301131,Asian
301131,Italian
301131,Mediterranean
301131,Burger
308322,Continental
308322,American
308322,Asian
308322,North Indian
303092,European
303092,Italian
303092,Cafe
8509,North Indian
8509,Chinese
18250020,North Indian
18250020,Mughlai
18250020,Continental
18250020,Chinese
2632,Asian
2632,Thai
2632,Chinese
18247031,North Indian
18247031,Chinese
18247031,Continental
18247031,Italian
9561,North Indian
9561,Chinese
5062,Continental
5062,North Indian
5062,Italian
18421051,North Indian
18378050,Continental
18378050,Italian
18378050,North Indian
18378050,Lebanese
310395,Continental
310395,Fast Food
310395,North Indian
310395,Asian
306545,Mediterranean
306545,American
306545,Asian
301998,North Indian
4376,Cafe
8817,Cafe
313200,European
313200,American
18273556,Italian
18273556,Pizza
18336212,Lebanese
18336212,Mediterranean
18336212,Middle Eastern
18336212,Arabian
18261140,Asian
18261140,Thai
18261140,Chinese
303371,North Indian
303371,Chinese
303371,Mediterranean
18261722,Chinese
18261722,North Indian
18261722,Mughlai
18261722,Continental
3306,Chinese
3306,Seafood
3306,Asian
18237334,North Indian
311649,North Indian
311649,Mughlai
4000081,North Indian
4000081,Continental
4000081,Chinese
4000081,South Indian
2800856,North Indian
2800856,Chinese
2800856,Mediterranean
310342,North Indian
310342,Continental
310342,Chinese
18306547,American
18306547,Italian
18306547,North Indian
18306547,European
18306547,Thai
2583,North Indian
2583,Chinese
2583,Italian
7227,North Indian
7227,Lebanese
7227,Mexican
7227,Asian
7227,Italian
7227,American
7227,European
1037,Mexican
1037,Italian
1037,North Indian
1037,Continental
1037,Asian
300180,Continental
300180,American
300180,North Indian
300180,Chinese
6501534,European
6501534,Contemporary
6318506,Japanese
6318506,Sushi
6314302,Japanese
6314302,Korean
6308205,Cafe
6308205,Bakery
6308205,American
6308205,Italian
3400350,North Indian
3400350,Chinese
3400350,Continental
18407918,Modern Indian
18385443,Continental
18385443,American
18339874,Modern Indian
2900012,Chinese
70092,Italian
70092,Mexican
70092,Chinese
70092,Thai
70092,North Indian
70497,Continental
70497,Cafe
70497,Spanish
70497,Italian
70497,European
70497,Greek
70497,Mediterranean
3000016,Italian
3000016,North Indian
3000016,Desserts
18416632,North Indian
308963,Cafe
308962,North Indian
308962,Mughlai
308962,Chinese
309368,North Indian
309368,Chinese
309368,Continental
308957,North Indian
308957,Chinese
308957,Italian
300756,North Indian
300756,Chinese
300756,Continental
130230,Continental
130230,North Indian
130230,Italian
130230,Seafood
130230,Goan
130699,Finger Food
130888,Seafood
130888,Continental
130888,European
130888,German
5904,Japanese
7507,North Indian
7507,Asian
7507,Continental
18233573,Chinese
18233573,Thai
18233573,Sushi
18382344,Mediterranean
18382344,Continental
18303709,Asian
18303709,Burmese
306128,Italian
18289242,Continental
18289242,American
18289242,Asian
18289242,North Indian
305670,North Indian
305670,Mughlai
18381226,North Indian
18381226,Continental
18381226,Asian
278,Chinese
8805,Italian
307627,Chinese
307627,Thai
307627,Asian
307627,Malaysian
307627,Vietnamese
307627,Japanese
9773,Korean
9773,Japanese
9773,Chinese
9773,Asian
8931,Japanese
8931,Chinese
8931,Asian
8931,Malaysian
8931,Thai
8931,Vietnamese
309136,Chinese
303430,North Indian
303430,Continental
303430,Chinese
17977796,Cafe
302336,Asian
302336,Bakery
308013,Continental
308013,Asian
308013,North Indian
308013,Italian
2760,Finger Food
2760,Continental
2760,North Indian
2760,Italian
2760,Chinese
18381642,North Indian
18381642,Continental
18381642,Chinese
8147,Lebanese
8147,North Indian
18391132,Japanese
18391132,Chinese
18391132,Thai
306037,Continental
306037,North Indian
306037,Chinese
4290,North Eastern
4290,Continental
4290,South Indian
4290,Fast Food
305242,North Indian
305242,Continental
18365987,Continental
18365987,North Indian
18365987,Chinese
18337894,Modern Indian
18337894,North Indian
4133,Chinese
5052,Chinese
5052,North Indian
5052,Mughlai
5052,Continental
309339,Continental
309339,Chinese
309339,Thai
309339,Mughlai
309339,North Indian
18254529,Continental
18254529,North Indian
18254529,Chinese
18254529,European
18254529,Asian
17953909,North Indian
1851,North Indian
1851,Chinese
1851,South Indian
1851,Seafood
1851,Chettinad
18281955,Asian
18281955,Seafood
18157413,Continental
18157413,North Indian
18157413,Italian
18157413,Chinese
303003,Chinese
303003,Seafood
303003,Japanese
18377905,North Indian
18377905,Mughlai
5768,Chinese
5768,North Indian
5768,Continental
5768,Mexican
2100702,North Indian
90744,Mughlai
90744,North Indian
90744,Chinese
18452864,European
18452864,Mediterranean
18452864,North Indian
18443506,Seafood
18443506,Continental
18443506,Goan
18443506,Asian
18443506,Andhra
94286,European
94286,Mediterranean
94286,North Indian
1400186,North Indian
1400186,Chinese
1400186,Italian
1400121,North Indian
1400121,Chinese
103147,Modern Indian
103147,Asian
100306,North Indian
100306,Continental
100306,Chinese
100306,Italian
100306,Mexican
2300188,North Indian
2300188,Chinese
2300042,Chinese
2300058,North Indian
2300058,Mexican
2300058,Italian
2300009,Chinese
2300009,Italian
2300009,Fast Food
900969,European
900969,North Indian
900969,Mediterranean
900969,American
21220,North Indian
21220,Continental
18259462,Continental
18259462,Seafood
18259462,North Indian
18259462,Asian
18444271,North Indian
18444271,Chinese
18444271,Continental
15132,Italian
15132,Continental
15132,Mexican
15132,Lebanese
15717,North Indian
15717,Continental
3100030,North Indian
3100030,Mughlai
18233317,Fast Food
18233317,Beverages
18233317,Desserts
18313566,Modern Indian
49003,North Indian
18216876,Italian
18216876,Continental
18216876,Mexican
18216876,Japanese
18216876,American
